"County Name","Party","Count"
"LANCASTER","INDE","49"
"LANCASTER","IR","3"
"LANCASTER","IT","1"
"LANCASTER","ITENT","1"
"LANCASTER","JD","2"
"LANCASTER","LI","3"
"LANCASTER","LN","462"
"LANCASTER","LR","1"
"LANCASTER","M","2"
"LANCASTER","MWP","1"
"LANCASTER","N","1"
"LANCASTER","NF","9,620"
"LANCASTER","NO","2,304"
"LANCASTER","NON","40"
"LANCASTER","NOP","143"
"LANCASTER","OBA","2"
"LANCASTER","OP","2"
"LANCASTER","OTH","341"
"LANCASTER","PP","3"
"LANCASTER","PR","1"
"LANCASTER","R","39,739"
"LANCASTER","RF","3"
"LANCASTER","S","3"
"LANCASTER","SPL","1"
"LANCASTER","SPU","1"
"LANCASTER","UNA","3"
"LANCASTER","UND","2"
"LANCASTER","UNDT","1"
"LANCASTER","VP","2"
"LANCASTER","WFP","1"
"LANCASTER",,"122"
"LAWRENCE","C","1"
"LAWRENCE","CM","1"
"LAWRENCE","D","8,995"
"LAWRENCE","DS","1"
"LAWRENCE","GM","1"
"LAWRENCE","GR","8"
"LAWRENCE","I","172"
"LAWRENCE","INDE","2"
"LAWRENCE","IT","1"
"LAWRENCE","LN","62"
"LAWRENCE","NA","2"
"LAWRENCE","NF","808"
"LAWRENCE","NO","125"
"LAWRENCE","NON","15"
"LAWRENCE","NOP","2"
"LAWRENCE","OTH","57"
"LAWRENCE","R","4,668"
"LAWRENCE","RF","1"
"LAWRENCE","UNK","1"
"LAWRENCE",,"34"
"LEBANON","AC","1"
"LEBANON","AI","1"
"LEBANON","C","1"
"LEBANON","CN","1"
"LEBANON","CT","4"
"LEBANON","D","12,393"
"LEBANON","GP","2"
"LEBANON","GR","28"
"LEBANON","I","351"
"LEBANON","IND","2"
"LEBANON","INDE","7"
"LEBANON","IT","1"
"LEBANON","LN","122"
"LEBANON","NF","2,318"
"LEBANON","NO","312"
"LEBANON","NON","7"
"LEBANON","NOP","29"
"LEBANON","OBA","1"
"LEBANON","OTH","115"
"LEBANON","PP","5"
"LEBANON","R","10,882"
"LEBANON","SPU","1"
"LEBANON","UND","1"
"LEBANON","UNK","1"
"LEBANON",,"3"
"LEHIGH","AM","3"
"LEHIGH","ASP","1"
"LEHIGH","B","1"
"LEHIGH","BS","1"
"LEHIGH","C","12"
"LEHIGH","CH","1"
"LEHIGH","CL","1"
"LEHIGH","CNT","3"
"LEHIGH","COD","3"
"LEHIGH","CT","8"
"LEHIGH","D","53,693"
"LEHIGH","GP","1"
"LEHIGH","GR","88"
"LEHIGH","I","1,010"
"LEHIGH","ID","2"
"LEHIGH","IND","2"
"LEHIGH","INDE","23"
"LEHIGH","IR","3"
"LEHIGH","LI","3"
"LEHIGH","LN","300"
"LEHIGH","M","1"
"LEHIGH","NE","4"
"LEHIGH","NF","10,081"
"LEHIGH","NO","221"
"LEHIGH","NON","131"
"LEHIGH","NOP","57"
"LEHIGH","NPA","1"
"LEHIGH","NT","1"
"LEHIGH","NTS","2"
"LEHIGH","OP","1"
"LEHIGH","OTH","209"
"LEHIGH","PA2","1"
"LEHIGH","PF","1"
"LEHIGH","PL","1"
"LEHIGH","PP","2"
"LEHIGH","PR","2"
"LEHIGH","R","21,783"
"LEHIGH","RF","2"
"LEHIGH","RL","1"
"LEHIGH","RP","1"
"LEHIGH","S","2"
"LEHIGH","SL","1"
"LEHIGH","TP","1"
"LEHIGH","UNA","2"
"LEHIGH","UND","2"
"LEHIGH","UNK","2"
"LEHIGH","WH","2"
"LEHIGH",,"44"
"LUZERNE","AC","2"
"LUZERNE","AI","1"
"LUZERNE","AM","2"
"LUZERNE","APR","1"
"LUZERNE","BP","1"
"LUZERNE","C","5"
"LUZERNE","CM","1"
"LUZERNE","CT","8"
"LUZERNE","D","44,519"
"LUZERNE","GP","2"
"LUZERNE","GR","65"
"LUZERNE","GRR","1"
"LUZERNE","I","764"
"LUZERNE","ID","2"
"LUZERNE","IND","1"
"LUZERNE","INDd","1"
"LUZERNE","INDE","27"
"LUZERNE","IR","1"
"LUZERNE","IT","1"
"LUZERNE","JD","3"
"LUZERNE","LI","3"
"LUZERNE","LN","203"
"LUZERNE","M","2"
"LUZERNE","MI","1"
"LUZERNE","N","1"
"LUZERNE","NE","1"
"LUZERNE","NEI","1"
"LUZERNE","NF","4,667"
"LUZERNE","NO","18"
"LUZERNE","NON","90"
"LUZERNE","NOO","1"
"LUZERNE","NOP","27"
"LUZERNE","NOPA","1"
"LUZERNE","NS","1"
"LUZERNE","OBA","1"
"LUZERNE","OTH","162"
"LUZERNE","PUE","1"
"LUZERNE","PVT","1"
"LUZERNE","R","21,065"
"LUZERNE","REP","1"
"LUZERNE","RF","4"
"LUZERNE","RL","1"
"LUZERNE","RTV","1"
"LUZERNE","S","6"
"LUZERNE","SFC","1"
"LUZERNE","SPU","1"
"LUZERNE","UNA","1"
"LUZERNE","UND","1"
"LUZERNE","UNS","1"
"LUZERNE","WH","1"
"LUZERNE","WP","1"
"LUZERNE",,"34"
"LYCOMING","CH","1"
"LYCOMING","CNT","1"
"LYCOMING","CT","5"
"LYCOMING","D","7,703"
"LYCOMING","GR","18"
"LYCOMING","H","1"
"LYCOMING","I","201"
"LYCOMING","INDE","15"
"LYCOMING","IR","1"
"LYCOMING","LI","1"
"LYCOMING","LN","75"
"LYCOMING","LR","1"
"LYCOMING","M","1"
"LYCOMING","NF","1,149"
"LYCOMING","NO","9"
"LYCOMING","NON","43"
"LYCOMING","NOP","133"
"LYCOMING","OTH","41"
"LYCOMING","PP","1"
"LYCOMING","R","6,397"
"LYCOMING","RF","1"
"LYCOMING","RL","1"
"LYCOMING","THPY","1"
"LYCOMING","UND","1"
"LYCOMING",,"1"
"McKEAN","BP","2"
"McKEAN","CL","1"
"McKEAN","D","2,166"
"McKEAN","FD","1"
"McKEAN","GP","1"
"McKEAN","GR","6"
"McKEAN","I","68"
"McKEAN","ID","1"
"McKEAN","IND","1"
"McKEAN","LN","19"
"McKEAN","NF","329"
"McKEAN","NO","3"
"McKEAN","NON","8"
"McKEAN","NOP","59"
"McKEAN","OTH","7"
"McKEAN","R","2,266"
"McKEAN","RF","1"
"McKEAN","S","1"
"McKEAN","SOD","2"
"McKEAN","TP","1"
"McKEAN",,"3"
"MERCER","CT","1"
"MERCER","D","10,928"
"MERCER","DS","1"
"MERCER","FE","1"
"MERCER","GR","14"
"MERCER","I","226"
"MERCER","IND","2"
"MERCER","INDd","1"
"MERCER","INDE","10"
"MERCER","IR","1"
"MERCER","LI","1"
"MERCER","LN","65"
"MERCER","NF","1,352"
"MERCER","NO","15"
"MERCER","NON","22"
"MERCER","NOP","5"
"MERCER","NTS","1"
"MERCER","OTH","51"
"MERCER","R","6,445"
"MERCER","S","1"
"MERCER","UND","2"
"MERCER",,"1"
"MIFFLIN","CT","1"
"MIFFLIN","D","2,368"
"MIFFLIN","GR","11"
"MIFFLIN","I","67"
"MIFFLIN","INDE","4"
"MIFFLIN","INTE","1"
"MIFFLIN","IT","2"
"MIFFLIN","LN","21"
"MIFFLIN","NF","375"
"MIFFLIN","NO","4"
"MIFFLIN","NON","1"
"MIFFLIN","NOP","2"
"MIFFLIN","OTH","13"
"MIFFLIN","R","2,809"
"MIFFLIN","UNK","1"
"MIFFLIN",,"5"
"MONROE","AD","1"
"MONROE","AI","1"
"MONROE","BO","1"
"MONROE","BP","1"
"MONROE","C","9"
"MONROE","CL","1"
"MONROE","CT","3"
"MONROE","D","22,640"
"MONROE","DEM","1"
"MONROE","DKY","1"
"MONROE","DS","3"
"MONROE","GR","48"
"MONROE","I","520"
"MONROE","ICO","1"
"MONROE","ID","3"
"MONROE","IND","16"
"MONROE","INDE","3"
"MONROE","IR","2"
"MONROE","KNP","1"
"MONROE","LI","3"
"MONROE","LN","155"
"MONROE","NF","4,100"
"MONROE","NO","147"
"MONROE","NON","80"
"MONROE","NOP","540"
"MONROE","NS","1"
"MONROE","NTS","1"
"MONROE","OTH","148"
"MONROE","PIR","1"
"MONROE","PP","1"
"MONROE","R","8,035"
"MONROE","RF","8"
"MONROE","UND","5"
"MONROE",,"29"
"MONTGOMERY","AD","4"
"MONTGOMERY","AI","1"
"MONTGOMERY","AM","1"
"MONTGOMERY","ANTE","1"
"MONTGOMERY","ASP","4"
"MONTGOMERY","B","1"
"MONTGOMERY","BH","1"
"MONTGOMERY","BP","1"
"MONTGOMERY","C","5"
"MONTGOMERY","CH","2"
"MONTGOMERY","CL","15"
"MONTGOMERY","CM","3"
"MONTGOMERY","CNT","1"
"MONTGOMERY","COM","3"
"MONTGOMERY","CON","2"
"MONTGOMERY","D","174,675"
"MONTGOMERY","DPP","1"
"MONTGOMERY","DS","2"
"MONTGOMERY","DTS","1"
"MONTGOMERY","FE","1"
"MONTGOMERY","FR","1"
"MONTGOMERY","GJ","1"
"MONTGOMERY","GP","2"
"MONTGOMERY","GR","236"
"MONTGOMERY","H","2"
"MONTGOMERY","HUM","1"
"MONTGOMERY","HUP","1"
"MONTGOMERY","I","2,547"
"MONTGOMERY","ID","3"
"MONTGOMERY","IND","2"
"MONTGOMERY","INDd","1"
"MONTGOMERY","INDE","50"
"MONTGOMERY","IR","1"
"MONTGOMERY","IT","1"
"MONTGOMERY","IV","2"
"MONTGOMERY","JBN","1"
"MONTGOMERY","LI","12"
"MONTGOMERY","LN","963"
"MONTGOMERY","LNS","1"
"MONTGOMERY","LR","1"
"MONTGOMERY","LREP","1"
"MONTGOMERY","M","5"
"MONTGOMERY","N","8"
"MONTGOMERY","ND","1"
"MONTGOMERY","NE","2"
"MONTGOMERY","NF","23,280"
"MONTGOMERY","ninc","1"
"MONTGOMERY","NO","221"
"MONTGOMERY","NODE","1"
"MONTGOMERY","NON","1,569"
"MONTGOMERY","NOP","6,763"
"MONTGOMERY","NS","1"
"MONTGOMERY","NTS","12"
"MONTGOMERY","OP","1"
"MONTGOMERY","OTH","561"
"MONTGOMERY","PENN","1"
"MONTGOMERY","PP","1"
"MONTGOMERY","PPUS","1"
"MONTGOMERY","PR","3"
"MONTGOMERY","R","62,341"
"MONTGOMERY","RF","3"
"MONTGOMERY","S","6"
"MONTGOMERY","SPP","1"
"MONTGOMERY","TO","1"
"MONTGOMERY","TP","1"
"MONTGOMERY","UA","1"
"MONTGOMERY","UDC","3"
"MONTGOMERY","UNA","10"
"MONTGOMERY","UND","16"
"MONTGOMERY","UNDT","1"
"MONTGOMERY","UNK","6"
"MONTGOMERY","WFP","1"
"MONTGOMERY",,"237"
"MONTOUR","CL","1"
"MONTOUR","CT","1"
"MONTOUR","D","1,815"
"MONTOUR","GR","2"
"MONTOUR","I","32"
"MONTOUR","ID","1"
"MONTOUR","INDE","3"
"MONTOUR","IT","1"
"MONTOUR","LN","9"
"MONTOUR","NF","406"
"MONTOUR","NO","2"
"MONTOUR","NON","8"
"MONTOUR","NOP","31"
"MONTOUR","NOPA","1"
"MONTOUR","OTH","12"
"MONTOUR","R","1,285"
"MONTOUR","RL","1"
"MONTOUR","UNA","1"
"MONTOUR",,"1"
"NORTHAMPTON","AM","1"
"NORTHAMPTON","ASP","2"
"NORTHAMPTON","BP","1"
"NORTHAMPTON","C","2"
"NORTHAMPTON","CH","1"
"NORTHAMPTON","CT","3"
"NORTHAMPTON","CTL","1"
"NORTHAMPTON","CTT","1"
"NORTHAMPTON","D","49,487"
"NORTHAMPTON","DKY","1"
"NORTHAMPTON","DS","2"
"NORTHAMPTON","GP","1"
"NORTHAMPTON","GR","96"
"NORTHAMPTON","HUM","1"
"NORTHAMPTON","I","1,034"
"NORTHAMPTON","ID","4"
"NORTHAMPTON","IK","1"
"NORTHAMPTON","IND","9"
"NORTHAMPTON","INDE","16"
"NORTHAMPTON","JD","1"
"NORTHAMPTON","LD","1"
"NORTHAMPTON","LI","4"
"NORTHAMPTON","LN","296"
"NORTHAMPTON","M","4"
"NORTHAMPTON","NF","8,789"
"NORTHAMPTON","NO","1,743"
"NORTHAMPTON","NON","73"
"NORTHAMPTON","NOP","52"
"NORTHAMPTON","NP","1"
"NORTHAMPTON","NS","1"
"NORTHAMPTON","NTS","3"
"NORTHAMPTON","OTH","267"
"NORTHAMPTON","PA","1"
"NORTHAMPTON","PFP","1"
"NORTHAMPTON","R","20,888"
"NORTHAMPTON","RF","9"
"NORTHAMPTON","S","1"
"NORTHAMPTON","SW","1"
"NORTHAMPTON","TP","1"
"NORTHAMPTON","UDC","1"
"NORTHAMPTON","UNA","2"
"NORTHAMPTON","UND","5"
"NORTHAMPTON","UNK","9"
"NORTHAMPTON",,"50"
"NORTHUMBERLAND","AI","1"
"NORTHUMBERLAND","C","2"
"NORTHUMBERLAND","CT","3"
"NORTHUMBERLAND","D","5,786"
"NORTHUMBERLAND","GP","1"
"NORTHUMBERLAND","GR","19"
"NORTHUMBERLAND","I","176"
"NORTHUMBERLAND","INDE","4"
"NORTHUMBERLAND","IR","1"
"NORTHUMBERLAND","LN","49"
"NORTHUMBERLAND","NF","828"
"NORTHUMBERLAND","NO","17"
"NORTHUMBERLAND","NON","23"
"NORTHUMBERLAND","NOP","114"
"NORTHUMBERLAND","OTH","25"
"NORTHUMBERLAND","R","4,205"
"NORTHUMBERLAND",,"26"
"PERRY","CT","4"
"PERRY","D","2,807"
"PERRY","GR","5"
"PERRY","I","88"
"PERRY","ID","2"
"PERRY","IND","1"
"PERRY","LN","36"
"PERRY","MU","1"
"PERRY","NF","514"
"PERRY","NO","2"
"PERRY","NON","8"
"PERRY","NOP","6"
"PERRY","NOPA","1"
"PERRY","OTH","11"
"PERRY","R","3,330"
"PERRY",,"1"
"PHILADELPHIA","AC","2"
"PHILADELPHIA","AD","4"
"PHILADELPHIA","AI","6"
"PHILADELPHIA","AM","8"
"PHILADELPHIA","ANY","1"
"PHILADELPHIA","ASI","2"
"PHILADELPHIA","B","1"
"PHILADELPHIA","BM","1"
"PHILADELPHIA","BP","3"
"PHILADELPHIA","C","7"
"PHILADELPHIA","CD","1"
"PHILADELPHIA","CH","5"
"PHILADELPHIA","CL","17"
"PHILADELPHIA","CM","4"
"PHILADELPHIA","CNT","1"
"PHILADELPHIA","CO","8"
"PHILADELPHIA","COD","2"
"PHILADELPHIA","COI","1"
"PHILADELPHIA","CT","3"
"PHILADELPHIA","D","364,503"
"PHILADELPHIA","DKY","1"
"PHILADELPHIA","DR","1"
"PHILADELPHIA","DS","6"
"PHILADELPHIA","FD","2"
"PHILADELPHIA","FE","2"
"PHILADELPHIA","FR","1"
"PHILADELPHIA","GOP","1"
"PHILADELPHIA","GP","4"
"PHILADELPHIA","GPUS","1"
"PHILADELPHIA","GR","469"
"PHILADELPHIA","HIL","1"
"PHILADELPHIA","I","2,476"
"PHILADELPHIA","ID","20"
"PHILADELPHIA","IND","53"
"PHILADELPHIA","INDd","4"
"PHILADELPHIA","INDE","100"
"PHILADELPHIA","IR","4"
"PHILADELPHIA","IT","2"
"PHILADELPHIA","ITENT","2"
"PHILADELPHIA","JD","1"
"PHILADELPHIA","JP","1"
"PHILADELPHIA","L","3"
"PHILADELPHIA","LD","1"
"PHILADELPHIA","LI","32"
"PHILADELPHIA","LN","993"
"PHILADELPHIA","M","6"
"PHILADELPHIA","MW","1"
"PHILADELPHIA","N","25"
"PHILADELPHIA","NE","5"
"PHILADELPHIA","NF","33,159"
"PHILADELPHIA","NL","1"
"PHILADELPHIA","NO","238"
"PHILADELPHIA","NOB","1"
"PHILADELPHIA","NODE","1"
"PHILADELPHIA","NON","1,449"
"PHILADELPHIA","NOP","333"
"PHILADELPHIA","NOPA","1"
"PHILADELPHIA","NPA","3"
"PHILADELPHIA","NS","1"
"PHILADELPHIA","NST","2"
"PHILADELPHIA","NTS","10"
"PHILADELPHIA","OP","7"
"PHILADELPHIA","OTH","1,429"
"PHILADELPHIA","OWW","1"
"PHILADELPHIA","PAR","1"
"PHILADELPHIA","PART","1"
"PHILADELPHIA","PER","2"
"PHILADELPHIA","PF","2"
"PHILADELPHIA","PI","1"
"PHILADELPHIA","PIR","1"
"PHILADELPHIA","PP","6"
"PHILADELPHIA","PR","2"
"PHILADELPHIA","R","30,313"
"PHILADELPHIA","RF","3"
"PHILADELPHIA","S","21"
"PHILADELPHIA","SE","1"
"PHILADELPHIA","SOD","1"
"PHILADELPHIA","SW","4"
"PHILADELPHIA","TRP","1"
"PHILADELPHIA","UDC","1"
"PHILADELPHIA","UNA","10"
"PHILADELPHIA","UND","32"
"PHILADELPHIA","UNDT","1"
"PHILADELPHIA","UNK","159"
"PHILADELPHIA","UNS","1"
"PHILADELPHIA","WFP","8"
"PHILADELPHIA","WH","2"
"PHILADELPHIA",,"1,146"
"PIKE","ACO","1"
"PIKE","AI","1"
"PIKE","C","14"
"PIKE","CT","3"
"PIKE","D","7,232"
"PIKE","GR","21"
"PIKE","I","274"
"PIKE","IND","1"
"PIKE","INDE","9"
"PIKE","IR","1"
"PIKE","LN","72"
"PIKE","M","2"
"PIKE","NF","1,811"
"PIKE","NO","31"
"PIKE","NON","47"
"PIKE","NOP","277"
"PIKE","NTS","1"
"PIKE","OTH","71"
"PIKE","R","4,472"
"PIKE","RF","1"
"PIKE",,"32"
"POTTER","CT","1"
"POTTER","D","735"
"POTTER","GR","4"
"POTTER","I","24"
"POTTER","ID","1"
"POTTER","INDE","1"
"POTTER","IT","1"
"POTTER","LI","1"
"POTTER","LN","8"
"POTTER","NF","105"
"POTTER","NO","1"
"POTTER","NON","6"
"POTTER","NOP","3"
"POTTER","OTH","4"
"POTTER","R","1,057"
"POTTER",,"3"
"SCHUYLKILL","ASP","1"
"SCHUYLKILL","BO","1"
"SCHUYLKILL","BP","1"
"SCHUYLKILL","CTT","1"
"SCHUYLKILL","D","10,244"
"SCHUYLKILL","GR","26"
"SCHUYLKILL","I","259"
"SCHUYLKILL","ID","2"
"SCHUYLKILL","IND","1"
"SCHUYLKILL","INDE","7"
"SCHUYLKILL","ITENT","1"
"SCHUYLKILL","LI","2"
"SCHUYLKILL","LN","90"
"SCHUYLKILL","MWP","1"
"SCHUYLKILL","NF","1,192"
"SCHUYLKILL","NO","13"
"SCHUYLKILL","NON","52"
"SCHUYLKILL","NOP","284"
"SCHUYLKILL","NTS","1"
"SCHUYLKILL","OP","1"
"SCHUYLKILL","OTH","53"
"SCHUYLKILL","PIR","1"
"SCHUYLKILL","R","8,320"
"SCHUYLKILL","RF","2"
"SCHUYLKILL","TRP","1"
"SNYDER","D","2,196"
"SNYDER","GR","3"
"SNYDER","I","81"
"SNYDER","LN","16"
"SNYDER","NF","393"
"SNYDER","NO","5"
"SNYDER","NON","10"
"SNYDER","NOP","18"
"SNYDER","OP","1"
"SNYDER","OTH","12"
"SNYDER","R","2,351"
"SNYDER",,"2"
"SOMERSET","C","1"
"SOMERSET","CL","1"
"SOMERSET","D","4,459"
"SOMERSET","GR","5"
"SOMERSET","I","106"
"SOMERSET","INDE","2"
"SOMERSET","LI","1"
"SOMERSET","LN","38"
"SOMERSET","NF","554"
"SOMERSET","NO","74"
"SOMERSET","NON","1"
"SOMERSET","NOP","2"
"SOMERSET","R","4,354"
"SOMERSET",,"1"
"SULLIVAN","D","433"
"SULLIVAN","GR","1"
"SULLIVAN","I","17"
"SULLIVAN","IND","1"
"SULLIVAN","LN","5"
"SULLIVAN","NF","50"
"SULLIVAN","OTH","5"
"SULLIVAN","R","410"
"SULLIVAN",,"2"
"SUSQUEHANNA","C","1"
"SUSQUEHANNA","CL","2"
"SUSQUEHANNA","CT","2"
"SUSQUEHANNA","D","2,992"
"SUSQUEHANNA","EMET","1"
"SUSQUEHANNA","GR","10"
"SUSQUEHANNA","H","1"
"SUSQUEHANNA","I","94"
"SUSQUEHANNA","IND","2"
"SUSQUEHANNA","INDE","2"
"SUSQUEHANNA","LN","19"
"SUSQUEHANNA","NF","401"
"SUSQUEHANNA","NO","68"
"SUSQUEHANNA","NON","9"
"SUSQUEHANNA","NOP","1"
"SUSQUEHANNA","OTH","32"
"SUSQUEHANNA","R","2,975"
"SUSQUEHANNA","UND","1"
"SUSQUEHANNA","UNK","1"
"SUSQUEHANNA",,"11"
"TIOGA","CT","4"
"TIOGA","D","2,017"
"TIOGA","DS","1"
"TIOGA","GR","5"
"TIOGA","I","70"
"TIOGA","ID","1"
"TIOGA","IND","1"
"TIOGA","INDE","1"
"TIOGA","LI","2"
"TIOGA","LN","28"
"TIOGA","NF","367"
"TIOGA","NO","6"
"TIOGA","NOP","7"
"TIOGA","OTH","19"
"TIOGA","R","2,866"
"TIOGA",,"4"
"UNION","C","4"
"UNION","CL","1"
"UNION","CT","1"
"UNION","D","3,599"
"UNION","GR","11"
"UNION","HUP","1"
"UNION","I","78"
"UNION","IND","2"
"UNION","INDE","1"
"UNION","IR","1"
"UNION","LN","34"
"UNION","MW","1"
"UNION","NE","1"
"UNION","NF","663"
"UNION","NO","4"
"UNION","NON","5"
"UNION","NOP","83"
"UNION","OTH","10"
"UNION","R","2,546"
"UNION","UND","1"
"VENANGO","AM","1"
"VENANGO","BH","1"
"VENANGO","C","2"
"VENANGO","CL","4"
"VENANGO","CT","2"
"VENANGO","D","3,687"
"VENANGO","DS","1"
"VENANGO","GR","7"
"VENANGO","I","114"
"VENANGO","ID","1"
"VENANGO","INDE","2"
"VENANGO","LI","2"
"VENANGO","LN","29"
"VENANGO","NF","484"
"VENANGO","NOP","88"
"VENANGO","OTH","4"
"VENANGO","PIR","1"
"VENANGO","R","3,221"
"WARREN","C","1"
"WARREN","CT","5"
"WARREN","D","3,121"
"WARREN","GR","9"
"WARREN","I","229"
"WARREN","INDE","2"
"WARREN","LN","29"
"WARREN","NF","383"
"WARREN","NL","1"
"WARREN","NO","15"
"WARREN","NOP","2"
"WARREN","OTH","23"
"WARREN","R","2,593"
"WARREN","S","1"
"WARREN",,"3"
"WASHINGTON","B","1"
"WASHINGTON","C","1"
"WASHINGTON","CE","1"
"WASHINGTON","CH","1"
"WASHINGTON","CO","1"
"WASHINGTON","CT","3"
"WASHINGTON","D","26,295"
"WASHINGTON","G","1"
"WASHINGTON","GP","2"
"WASHINGTON","GR","25"
"WASHINGTON","I","407"
"WASHINGTON","ID","3"
"WASHINGTON","IND","20"
"WASHINGTON","INDE","15"
"WASHINGTON","IT","1"
"WASHINGTON","LN","152"
"WASHINGTON","M","1"
"WASHINGTON","MID","1"
"WASHINGTON","N","1"
"WASHINGTON","NF","3,119"
"WASHINGTON","NO","125"
"WASHINGTON","NON","93"
"WASHINGTON","NOP","14"
"WASHINGTON","OP","1"
"WASHINGTON","OTH","86"
"WASHINGTON","R","12,495"
"WASHINGTON","RF","3"
"WASHINGTON","S","1"
"WASHINGTON","THPY","1"
"WASHINGTON","UND","2"
"WASHINGTON","UNK","9"
"WASHINGTON","WH","1"
"WASHINGTON",,"18"
"WAYNE","C","6"
"WAYNE","CT","1"
"WAYNE","D","4,662"
"WAYNE","GR","17"
"WAYNE","I","161"
"WAYNE","INDE","2"
"WAYNE","LN","38"
"WAYNE","NF","1,086"
"WAYNE","NO","11"
"WAYNE","NON","10"
"WAYNE","NOP","6"
"WAYNE","O","1"
"WAYNE","OTH","42"
"WAYNE","R","4,024"
"WAYNE","RL","1"
"WAYNE","UND","1"
"WESTMORELAND","ASP","1"
"WESTMORELAND","C","3"
"WESTMORELAND","CH","1"
"WESTMORELAND","CL","4"
"WESTMORELAND","CM","1"
"WESTMORELAND","CNT","1"
"WESTMORELAND","COD","1"
"WESTMORELAND","CT","2"
"WESTMORELAND","CTT","1"
"WESTMORELAND","D","44,798"
"WESTMORELAND","DS","1"
"WESTMORELAND","DTS","1"
"WESTMORELAND","FE","1"
"WESTMORELAND","GP","1"
"WESTMORELAND","GR","50"
"WESTMORELAND","I","789"
"WESTMORELAND","ID","3"
"WESTMORELAND","IND","3"
"WESTMORELAND","INDE","24"
"WESTMORELAND","IR","2"
"WESTMORELAND","LI","3"
"WESTMORELAND","LN","292"
"WESTMORELAND","M","1"
"WESTMORELAND","N","1"
"WESTMORELAND","NF","4,510"
"WESTMORELAND","NO","121"
"WESTMORELAND","NON","105"
"WESTMORELAND","NOP","866"
"WESTMORELAND","NOPA","1"
"WESTMORELAND","OTH","176"
"WESTMORELAND","PP","2"
"WESTMORELAND","R","23,273"
"WESTMORELAND","S","2"
"WESTMORELAND","TP","1"
"WESTMORELAND","UNA","2"
"WESTMORELAND","UNC","1"
"WESTMORELAND","UND","2"
"WESTMORELAND","UNK","1"
"WESTMORELAND","UNS","1"
"WESTMORELAND",,"5"
"WYOMING","D","2,204"
"WYOMING","DS","3"
"WYOMING","GR","6"
"WYOMING","I","74"
"WYOMING","LI","1"
"WYOMING","LN","10"
"WYOMING","NF","276"
"WYOMING","NO","38"
"WYOMING","NON","1"
"WYOMING","NOP","2"
"WYOMING","OTH","11"
"WYOMING","R","2,121"
"WYOMING",,"1"
"YORK","AC","1"
"YORK","AI","3"
"YORK","AM","3"
"YORK","C","4"
"YORK","CL","7"
"YORK","CT","3"
"YORK","CTT","1"
"YORK","D","45,979"
"YORK","FT","1"
"YORK","GR","114"
"YORK","H","1"
"YORK","I","1,085"
"YORK","ID","5"
"YORK","IN","1"
"YORK","IND","4"
"YORK","INDE","8"
"YORK","IP","1"
"YORK","IR","2"
"YORK","IT","2"
"YORK","LD","1"
"YORK","LI","4"
"YORK","LN","422"
"YORK","M","1"
"YORK","N","1"
"YORK","NE","1"
"YORK","NF","9,370"
"YORK","NO","63"
"YORK","NOB","1"
"YORK","NON","28"
"YORK","NOP","107"
"YORK","OP","1"
"YORK","OTH","272"
"YORK","PP","1"
"YORK","R","35,091"
"YORK","RF","6"
"YORK","S","2"
"YORK","UNK","1"
"YORK","USA","1"
"YORK",,"28"
